,Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
6649,HHS Region 9,Season peak percentage,Bin,percent,4.8,4.9,0.007633588
6650,HHS Region 9,Season peak percentage,Bin,percent,4.9,5.0,0.007633588
6651,HHS Region 9,Season peak percentage,Bin,percent,5.0,5.1,0.007633588
6652,HHS Region 9,Season peak percentage,Bin,percent,5.1,5.2,0.007633588
6653,HHS Region 9,Season peak percentage,Bin,percent,5.2,5.3,0.007633588
6654,HHS Region 9,Season peak percentage,Bin,percent,5.3,5.4,0.007633588
6655,HHS Region 9,Season peak percentage,Bin,percent,5.4,5.5,0.007633588
6656,HHS Region 9,Season peak percentage,Bin,percent,5.5,5.6,0.007633588
6657,HHS Region 9,Season peak percentage,Bin,percent,5.6,5.7,0.007633588
6658,HHS Region 9,Season peak percentage,Bin,percent,5.7,5.8,0.007633588
6659,HHS Region 9,Season peak percentage,Bin,percent,5.8,5.9,0.007633588
6660,HHS Region 9,Season peak percentage,Bin,percent,5.9,6.0,0.007633588
6661,HHS Region 9,Season peak percentage,Bin,percent,6.0,6.1,0.007633588
6662,HHS Region 9,Season peak percentage,Bin,percent,6.1,6.2,0.007633588
6663,HHS Region 9,Season peak percentage,Bin,percent,6.2,6.3,0.007633588
6664,HHS Region 9,Season peak percentage,Bin,percent,6.3,6.4,0.007633588
6665,HHS Region 9,Season peak percentage,Bin,percent,6.4,6.5,0.007633588
6666,HHS Region 9,Season peak percentage,Bin,percent,6.5,6.6,0.007633588
6667,HHS Region 9,Season peak percentage,Bin,percent,6.6,6.7,0.007633588
6668,HHS Region 9,Season peak percentage,Bin,percent,6.7,6.8,0.007633588
6669,HHS Region 9,Season peak percentage,Bin,percent,6.8,6.9,0.007633588
6670,HHS Region 9,Season peak percentage,Bin,percent,6.9,7.0,0.007633588
6671,HHS Region 9,Season peak percentage,Bin,percent,7.0,7.1,0.007633588
6672,HHS Region 9,Season peak percentage,Bin,percent,7.1,7.2,0.007633588
6673,HHS Region 9,Season peak percentage,Bin,percent,7.2,7.3,0.007633588
6674,HHS Region 9,Season peak percentage,Bin,percent,7.3,7.4,0.007633588
6675,HHS Region 9,Season peak percentage,Bin,percent,7.4,7.5,0.007633588
6676,HHS Region 9,Season peak percentage,Bin,percent,7.5,7.6,0.007633588
6677,HHS Region 9,Season peak percentage,Bin,percent,7.6,7.7,0.007633588
6678,HHS Region 9,Season peak percentage,Bin,percent,7.7,7.8,0.007633588
6679,HHS Region 9,Season peak percentage,Bin,percent,7.8,7.9,0.007633588
6680,HHS Region 9,Season peak percentage,Bin,percent,7.9,8.0,0.007633588
6681,HHS Region 9,Season peak percentage,Bin,percent,8.0,8.1,0.007633588
6682,HHS Region 9,Season peak percentage,Bin,percent,8.1,8.2,0.007633588
6683,HHS Region 9,Season peak percentage,Bin,percent,8.2,8.3,0.007633588
6684,HHS Region 9,Season peak percentage,Bin,percent,8.3,8.4,0.007633588
6685,HHS Region 9,Season peak percentage,Bin,percent,8.4,8.5,0.007633588
6686,HHS Region 9,Season peak percentage,Bin,percent,8.5,8.6,0.007633588
6687,HHS Region 9,Season peak percentage,Bin,percent,8.6,8.7,0.007633588
6688,HHS Region 9,Season peak percentage,Bin,percent,8.7,8.8,0.007633588
6689,HHS Region 9,Season peak percentage,Bin,percent,8.8,8.9,0.007633588
6690,HHS Region 9,Season peak percentage,Bin,percent,8.9,9.0,0.007633588
6691,HHS Region 9,Season peak percentage,Bin,percent,9.0,9.1,0.007633588
6692,HHS Region 9,Season peak percentage,Bin,percent,9.1,9.2,0.007633588
6693,HHS Region 9,Season peak percentage,Bin,percent,9.2,9.3,0.007633588
6694,HHS Region 9,Season peak percentage,Bin,percent,9.3,9.4,0.007633588
6695,HHS Region 9,Season peak percentage,Bin,percent,9.4,9.5,0.007633588
6696,HHS Region 9,Season peak percentage,Bin,percent,9.5,9.6,0.007633588
6697,HHS Region 9,Season peak percentage,Bin,percent,9.6,9.7,0.007633588
6698,HHS Region 9,Season peak percentage,Bin,percent,9.7,9.8,0.007633588
6699,HHS Region 9,Season peak percentage,Bin,percent,9.8,9.9,0.007633588
6700,HHS Region 9,Season peak percentage,Bin,percent,9.9,10.0,0.007633588
6701,HHS Region 9,Season peak percentage,Bin,percent,10.0,10.1,0.007633588
6702,HHS Region 9,Season peak percentage,Bin,percent,10.1,10.2,0.007633588
6703,HHS Region 9,Season peak percentage,Bin,percent,10.2,10.3,0.007633588
6704,HHS Region 9,Season peak percentage,Bin,percent,10.3,10.4,0.007633588
6705,HHS Region 9,Season peak percentage,Bin,percent,10.4,10.5,0.007633588
6706,HHS Region 9,Season peak percentage,Bin,percent,10.5,10.6,0.007633588
6707,HHS Region 9,Season peak percentage,Bin,percent,10.6,10.7,0.007633588
6708,HHS Region 9,Season peak percentage,Bin,percent,10.7,10.8,0.007633588
6709,HHS Region 9,Season peak percentage,Bin,percent,10.8,10.9,0.007633588
6710,HHS Region 9,Season peak percentage,Bin,percent,10.9,11.0,0.007633588
6711,HHS Region 9,Season peak percentage,Bin,percent,11.0,11.1,0.007633588
6712,HHS Region 9,Season peak percentage,Bin,percent,11.1,11.2,0.007633588
6713,HHS Region 9,Season peak percentage,Bin,percent,11.2,11.3,0.007633588
6714,HHS Region 9,Season peak percentage,Bin,percent,11.3,11.4,0.007633588
6715,HHS Region 9,Season peak percentage,Bin,percent,11.4,11.5,0.007633588
6716,HHS Region 9,Season peak percentage,Bin,percent,11.5,11.6,0.007633588
6717,HHS Region 9,Season peak percentage,Bin,percent,11.6,11.7,0.007633588
6718,HHS Region 9,Season peak percentage,Bin,percent,11.7,11.8,0.007633588
6719,HHS Region 9,Season peak percentage,Bin,percent,11.8,11.9,0.007633588
6720,HHS Region 9,Season peak percentage,Bin,percent,11.9,12.0,0.007633588
6721,HHS Region 9,Season peak percentage,Bin,percent,12.0,12.1,0.007633588
6722,HHS Region 9,Season peak percentage,Bin,percent,12.1,12.2,0.007633588
6723,HHS Region 9,Season peak percentage,Bin,percent,12.2,12.3,0.007633588
6724,HHS Region 9,Season peak percentage,Bin,percent,12.3,12.4,0.007633588
6725,HHS Region 9,Season peak percentage,Bin,percent,12.4,12.5,0.007633588
6726,HHS Region 9,Season peak percentage,Bin,percent,12.5,12.6,0.007633588
6727,HHS Region 9,Season peak percentage,Bin,percent,12.6,12.7,0.007633588
6728,HHS Region 9,Season peak percentage,Bin,percent,12.7,12.8,0.007633588
6729,HHS Region 9,Season peak percentage,Bin,percent,12.8,12.9,0.007633588
6730,HHS Region 9,Season peak percentage,Bin,percent,12.9,13.0,0.007633588
6731,HHS Region 9,Season peak percentage,Bin,percent,13.0,100.0,0.007633588
6732,HHS Region 9,1 wk ahead,Point,percent,,,1.900438547607996
6733,HHS Region 9,1 wk ahead,Bin,percent,0.0,0.1,9.998700168978033e-07
6734,HHS Region 9,1 wk ahead,Bin,percent,0.1,0.2,9.998700168978033e-07
6735,HHS Region 9,1 wk ahead,Bin,percent,0.2,0.3,9.998700168978033e-07
6736,HHS Region 9,1 wk ahead,Bin,percent,0.3,0.4,9.998700168978033e-07
6737,HHS Region 9,1 wk ahead,Bin,percent,0.4,0.5,9.998700168978033e-07
6738,HHS Region 9,1 wk ahead,Bin,percent,0.5,0.6,9.998700168978033e-07
6739,HHS Region 9,1 wk ahead,Bin,percent,0.6,0.7,9.998700168978033e-07
6740,HHS Region 9,1 wk ahead,Bin,percent,0.7,0.8,9.998700168978033e-07
6741,HHS Region 9,1 wk ahead,Bin,percent,0.8,0.9,9.998700168978033e-07
6742,HHS Region 9,1 wk ahead,Bin,percent,0.9,1.0,9.998700168978033e-07
6743,HHS Region 9,1 wk ahead,Bin,percent,1.0,1.1,9.998700168978033e-07
6744,HHS Region 9,1 wk ahead,Bin,percent,1.1,1.2,9.998700168978033e-07
6745,HHS Region 9,1 wk ahead,Bin,percent,1.2,1.3,9.998700168978033e-07
6746,HHS Region 9,1 wk ahead,Bin,percent,1.3,1.4,0.002000737904072471
6747,HHS Region 9,1 wk ahead,Bin,percent,1.4,1.5,0.01299929709137812
6748,HHS Region 9,1 wk ahead,Bin,percent,1.5,1.6,0.035996284483017206
6749,HHS Region 9,1 wk ahead,Bin,percent,1.6,1.7,0.13298357913471245
6750,HHS Region 9,1 wk ahead,Bin,percent,1.7,1.8,0.24096943297371343
6751,HHS Region 9,1 wk ahead,Bin,percent,1.8,1.9,0.2549675992121024
6752,HHS Region 9,1 wk ahead,Bin,percent,1.9,2.0,0.1759779468669073
6753,HHS Region 9,1 wk ahead,Bin,percent,2.0,2.1,0.09998790157279554
6754,HHS Region 9,1 wk ahead,Bin,percent,2.1,2.2,0.0219981182446282
6755,HHS Region 9,1 wk ahead,Bin,percent,2.2,2.3,0.00999969004029476
6756,HHS Region 9,1 wk ahead,Bin,percent,2.3,2.4,0.008999821023266973
6757,HHS Region 9,1 wk ahead,Bin,percent,2.4,2.5,0.002000737904072471
6758,HHS Region 9,1 wk ahead,Bin,percent,2.5,2.6,0.001000868887044684
6759,HHS Region 9,1 wk ahead,Bin,percent,2.6,2.7,9.998700168978033e-07
6760,HHS Region 9,1 wk ahead,Bin,percent,2.7,2.8,9.998700168978033e-07
6761,HHS Region 9,1 wk ahead,Bin,percent,2.8,2.9,9.998700168978033e-07
6762,HHS Region 9,1 wk ahead,Bin,percent,2.9,3.0,9.998700168978033e-07
6763,HHS Region 9,1 wk ahead,Bin,percent,3.0,3.1,9.998700168978033e-07
6764,HHS Region 9,1 wk ahead,Bin,percent,3.1,3.2,9.998700168978033e-07
6765,HHS Region 9,1 wk ahead,Bin,percent,3.2,3.3,9.998700168978033e-07
6766,HHS Region 9,1 wk ahead,Bin,percent,3.3,3.4,9.998700168978033e-07
6767,HHS Region 9,1 wk ahead,Bin,percent,3.4,3.5,9.998700168978033e-07
6768,HHS Region 9,1 wk ahead,Bin,percent,3.5,3.6,9.998700168978033e-07
6769,HHS Region 9,1 wk ahead,Bin,percent,3.6,3.7,9.998700168978033e-07
6770,HHS Region 9,1 wk ahead,Bin,percent,3.7,3.8,9.998700168978033e-07
6771,HHS Region 9,1 wk ahead,Bin,percent,3.8,3.9,9.998700168978033e-07
6772,HHS Region 9,1 wk ahead,Bin,percent,3.9,4.0,9.998700168978033e-07
6773,HHS Region 9,1 wk ahead,Bin,percent,4.0,4.1,9.998700168978033e-07
6774,HHS Region 9,1 wk ahead,Bin,percent,4.1,4.2,9.998700168978033e-07
6775,HHS Region 9,1 wk ahead,Bin,percent,4.2,4.3,9.998700168978033e-07
6776,HHS Region 9,1 wk ahead,Bin,percent,4.3,4.4,9.998700168978033e-07
6777,HHS Region 9,1 wk ahead,Bin,percent,4.4,4.5,9.998700168978033e-07
6778,HHS Region 9,1 wk ahead,Bin,percent,4.5,4.6,9.998700168978033e-07
6779,HHS Region 9,1 wk ahead,Bin,percent,4.6,4.7,9.998700168978033e-07
6780,HHS Region 9,1 wk ahead,Bin,percent,4.7,4.8,9.998700168978033e-07
6781,HHS Region 9,1 wk ahead,Bin,percent,4.8,4.9,9.998700168978033e-07
6782,HHS Region 9,1 wk ahead,Bin,percent,4.9,5.0,9.998700168978033e-07
6783,HHS Region 9,1 wk ahead,Bin,percent,5.0,5.1,9.998700168978033e-07
6784,HHS Region 9,1 wk ahead,Bin,percent,5.1,5.2,9.998700168978033e-07
6785,HHS Region 9,1 wk ahead,Bin,percent,5.2,5.3,9.998700168978033e-07
6786,HHS Region 9,1 wk ahead,Bin,percent,5.3,5.4,9.998700168978033e-07
6787,HHS Region 9,1 wk ahead,Bin,percent,5.4,5.5,9.998700168978033e-07
6788,HHS Region 9,1 wk ahead,Bin,percent,5.5,5.6,9.998700168978033e-07
6789,HHS Region 9,1 wk ahead,Bin,percent,5.6,5.7,9.998700168978033e-07
6790,HHS Region 9,1 wk ahead,Bin,percent,5.7,5.8,9.998700168978033e-07
6791,HHS Region 9,1 wk ahead,Bin,percent,5.8,5.9,9.998700168978033e-07
6792,HHS Region 9,1 wk ahead,Bin,percent,5.9,6.0,9.998700168978033e-07
6793,HHS Region 9,1 wk ahead,Bin,percent,6.0,6.1,9.998700168978033e-07
6794,HHS Region 9,1 wk ahead,Bin,percent,6.1,6.2,9.998700168978033e-07
6795,HHS Region 9,1 wk ahead,Bin,percent,6.2,6.3,9.998700168978033e-07
6796,HHS Region 9,1 wk ahead,Bin,percent,6.3,6.4,9.998700168978033e-07
6797,HHS Region 9,1 wk ahead,Bin,percent,6.4,6.5,9.998700168978033e-07
6798,HHS Region 9,1 wk ahead,Bin,percent,6.5,6.6,9.998700168978033e-07
6799,HHS Region 9,1 wk ahead,Bin,percent,6.6,6.7,9.998700168978033e-07
6800,HHS Region 9,1 wk ahead,Bin,percent,6.7,6.8,9.998700168978033e-07
6801,HHS Region 9,1 wk ahead,Bin,percent,6.8,6.9,9.998700168978033e-07
6802,HHS Region 9,1 wk ahead,Bin,percent,6.9,7.0,9.998700168978033e-07
6803,HHS Region 9,1 wk ahead,Bin,percent,7.0,7.1,9.998700168978033e-07
6804,HHS Region 9,1 wk ahead,Bin,percent,7.1,7.2,9.998700168978033e-07
6805,HHS Region 9,1 wk ahead,Bin,percent,7.2,7.3,9.998700168978033e-07
6806,HHS Region 9,1 wk ahead,Bin,percent,7.3,7.4,9.998700168978033e-07
6807,HHS Region 9,1 wk ahead,Bin,percent,7.4,7.5,9.998700168978033e-07
6808,HHS Region 9,1 wk ahead,Bin,percent,7.5,7.6,9.998700168978033e-07
6809,HHS Region 9,1 wk ahead,Bin,percent,7.6,7.7,9.998700168978033e-07
6810,HHS Region 9,1 wk ahead,Bin,percent,7.7,7.8,9.998700168978033e-07
6811,HHS Region 9,1 wk ahead,Bin,percent,7.8,7.9,9.998700168978033e-07
6812,HHS Region 9,1 wk ahead,Bin,percent,7.9,8.0,9.998700168978033e-07
6813,HHS Region 9,1 wk ahead,Bin,percent,8.0,8.1,9.998700168978033e-07
6814,HHS Region 9,1 wk ahead,Bin,percent,8.1,8.2,9.998700168978033e-07
6815,HHS Region 9,1 wk ahead,Bin,percent,8.2,8.3,9.998700168978033e-07
6816,HHS Region 9,1 wk ahead,Bin,percent,8.3,8.4,9.998700168978033e-07
6817,HHS Region 9,1 wk ahead,Bin,percent,8.4,8.5,9.998700168978033e-07
6818,HHS Region 9,1 wk ahead,Bin,percent,8.5,8.6,9.998700168978033e-07
6819,HHS Region 9,1 wk ahead,Bin,percent,8.6,8.7,9.998700168978033e-07
6820,HHS Region 9,1 wk ahead,Bin,percent,8.7,8.8,9.998700168978033e-07
6821,HHS Region 9,1 wk ahead,Bin,percent,8.8,8.9,9.998700168978033e-07
6822,HHS Region 9,1 wk ahead,Bin,percent,8.9,9.0,9.998700168978033e-07
6823,HHS Region 9,1 wk ahead,Bin,percent,9.0,9.1,9.998700168978033e-07
6824,HHS Region 9,1 wk ahead,Bin,percent,9.1,9.2,9.998700168978033e-07
6825,HHS Region 9,1 wk ahead,Bin,percent,9.2,9.3,9.998700168978033e-07
6826,HHS Region 9,1 wk ahead,Bin,percent,9.3,9.4,9.998700168978033e-07
6827,HHS Region 9,1 wk ahead,Bin,percent,9.4,9.5,9.998700168978033e-07
6828,HHS Region 9,1 wk ahead,Bin,percent,9.5,9.6,9.998700168978033e-07
6829,HHS Region 9,1 wk ahead,Bin,percent,9.6,9.7,9.998700168978033e-07
6830,HHS Region 9,1 wk ahead,Bin,percent,9.7,9.8,9.998700168978033e-07
6831,HHS Region 9,1 wk ahead,Bin,percent,9.8,9.9,9.998700168978033e-07
6832,HHS Region 9,1 wk ahead,Bin,percent,9.9,10.0,9.998700168978033e-07
6833,HHS Region 9,1 wk ahead,Bin,percent,10.0,10.1,9.998700168978033e-07
6834,HHS Region 9,1 wk ahead,Bin,percent,10.1,10.2,9.998700168978033e-07
6835,HHS Region 9,1 wk ahead,Bin,percent,10.2,10.3,9.998700168978033e-07
6836,HHS Region 9,1 wk ahead,Bin,percent,10.3,10.4,9.998700168978033e-07
6837,HHS Region 9,1 wk ahead,Bin,percent,10.4,10.5,9.998700168978033e-07
6838,HHS Region 9,1 wk ahead,Bin,percent,10.5,10.6,9.998700168978033e-07
6839,HHS Region 9,1 wk ahead,Bin,percent,10.6,10.7,9.998700168978033e-07
6840,HHS Region 9,1 wk ahead,Bin,percent,10.7,10.8,9.998700168978033e-07
6841,HHS Region 9,1 wk ahead,Bin,percent,10.8,10.9,9.998700168978033e-07
6842,HHS Region 9,1 wk ahead,Bin,percent,10.9,11.0,9.998700168978033e-07
6843,HHS Region 9,1 wk ahead,Bin,percent,11.0,11.1,9.998700168978033e-07
6844,HHS Region 9,1 wk ahead,Bin,percent,11.1,11.2,9.998700168978033e-07
6845,HHS Region 9,1 wk ahead,Bin,percent,11.2,11.3,9.998700168978033e-07
6846,HHS Region 9,1 wk ahead,Bin,percent,11.3,11.4,9.998700168978033e-07
6847,HHS Region 9,1 wk ahead,Bin,percent,11.4,11.5,9.998700168978033e-07
6848,HHS Region 9,1 wk ahead,Bin,percent,11.5,11.6,9.998700168978033e-07
6849,HHS Region 9,1 wk ahead,Bin,percent,11.6,11.7,9.998700168978033e-07
6850,HHS Region 9,1 wk ahead,Bin,percent,11.7,11.8,9.998700168978033e-07
6851,HHS Region 9,1 wk ahead,Bin,percent,11.8,11.9,9.998700168978033e-07
6852,HHS Region 9,1 wk ahead,Bin,percent,11.9,12.0,9.998700168978033e-07
6853,HHS Region 9,1 wk ahead,Bin,percent,12.0,12.1,9.998700168978033e-07
6854,HHS Region 9,1 wk ahead,Bin,percent,12.1,12.2,9.998700168978033e-07
6855,HHS Region 9,1 wk ahead,Bin,percent,12.2,12.3,9.998700168978033e-07
6856,HHS Region 9,1 wk ahead,Bin,percent,12.3,12.4,9.998700168978033e-07
6857,HHS Region 9,1 wk ahead,Bin,percent,12.4,12.5,9.998700168978033e-07
6858,HHS Region 9,1 wk ahead,Bin,percent,12.5,12.6,9.998700168978033e-07
6859,HHS Region 9,1 wk ahead,Bin,percent,12.6,12.7,9.998700168978033e-07
6860,HHS Region 9,1 wk ahead,Bin,percent,12.7,12.8,9.998700168978033e-07
6861,HHS Region 9,1 wk ahead,Bin,percent,12.8,12.9,9.998700168978033e-07
6862,HHS Region 9,1 wk ahead,Bin,percent,12.9,13.0,9.998700168978033e-07
6863,HHS Region 9,1 wk ahead,Bin,percent,13.0,100,9.998700168978033e-07
6864,HHS Region 9,2 wk ahead,Point,percent,,,2.0915090130593077
6865,HHS Region 9,2 wk ahead,Bin,percent,0.0,0.1,9.998700168978033e-07
6866,HHS Region 9,2 wk ahead,Bin,percent,0.1,0.2,9.998700168978033e-07
6867,HHS Region 9,2 wk ahead,Bin,percent,0.2,0.3,9.998700168978033e-07
6868,HHS Region 9,2 wk ahead,Bin,percent,0.3,0.4,9.998700168978033e-07
6869,HHS Region 9,2 wk ahead,Bin,percent,0.4,0.5,9.998700168978033e-07
6870,HHS Region 9,2 wk ahead,Bin,percent,0.5,0.6,9.998700168978033e-07
6871,HHS Region 9,2 wk ahead,Bin,percent,0.6,0.7,9.998700168978033e-07
6872,HHS Region 9,2 wk ahead,Bin,percent,0.7,0.8,9.998700168978033e-07
6873,HHS Region 9,2 wk ahead,Bin,percent,0.8,0.9,9.998700168978033e-07
6874,HHS Region 9,2 wk ahead,Bin,percent,0.9,1.0,9.998700168978033e-07
6875,HHS Region 9,2 wk ahead,Bin,percent,1.0,1.1,9.998700168978033e-07
6876,HHS Region 9,2 wk ahead,Bin,percent,1.1,1.2,0.001000868887044684
6877,HHS Region 9,2 wk ahead,Bin,percent,1.2,1.3,9.998700168978033e-07
6878,HHS Region 9,2 wk ahead,Bin,percent,1.3,1.4,0.007999952006239187
6879,HHS Region 9,2 wk ahead,Bin,percent,1.4,1.5,0.0289972013638227
6880,HHS Region 9,2 wk ahead,Bin,percent,1.5,1.6,0.0589932718746563
6881,HHS Region 9,2 wk ahead,Bin,percent,1.6,1.7,0.09998790157279554
6882,HHS Region 9,2 wk ahead,Bin,percent,1.7,1.8,0.1529809594752682
6883,HHS Region 9,2 wk ahead,Bin,percent,1.8,1.9,0.21497283853099095
6884,HHS Region 9,2 wk ahead,Bin,percent,1.9,2.0,0.16897886374771282
6885,HHS Region 9,2 wk ahead,Bin,percent,2.0,2.1,0.10998659174307339
6886,HHS Region 9,2 wk ahead,Bin,percent,2.1,2.2,0.07299143811304529
6887,HHS Region 9,2 wk ahead,Bin,percent,2.2,2.3,0.04499510563626728
6888,HHS Region 9,2 wk ahead,Bin,percent,2.3,2.4,0.01899851119354484
6889,HHS Region 9,2 wk ahead,Bin,percent,2.4,2.5,0.007000082989211402
6890,HHS Region 9,2 wk ahead,Bin,percent,2.5,2.6,0.007000082989211402
6891,HHS Region 9,2 wk ahead,Bin,percent,2.6,2.7,0.001000868887044684
6892,HHS Region 9,2 wk ahead,Bin,percent,2.7,2.8,0.002000737904072471
6893,HHS Region 9,2 wk ahead,Bin,percent,2.8,2.9,9.998700168978033e-07
6894,HHS Region 9,2 wk ahead,Bin,percent,2.9,3.0,0.002000737904072471
6895,HHS Region 9,2 wk ahead,Bin,percent,3.0,3.1,9.998700168978033e-07
6896,HHS Region 9,2 wk ahead,Bin,percent,3.1,3.2,9.998700168978033e-07
6897,HHS Region 9,2 wk ahead,Bin,percent,3.2,3.3,9.998700168978033e-07
6898,HHS Region 9,2 wk ahead,Bin,percent,3.3,3.4,9.998700168978033e-07
6899,HHS Region 9,2 wk ahead,Bin,percent,3.4,3.5,9.998700168978033e-07
6900,HHS Region 9,2 wk ahead,Bin,percent,3.5,3.6,9.998700168978033e-07
6901,HHS Region 9,2 wk ahead,Bin,percent,3.6,3.7,9.998700168978033e-07
6902,HHS Region 9,2 wk ahead,Bin,percent,3.7,3.8,9.998700168978033e-07
6903,HHS Region 9,2 wk ahead,Bin,percent,3.8,3.9,9.998700168978033e-07
6904,HHS Region 9,2 wk ahead,Bin,percent,3.9,4.0,9.998700168978033e-07
6905,HHS Region 9,2 wk ahead,Bin,percent,4.0,4.1,9.998700168978033e-07
6906,HHS Region 9,2 wk ahead,Bin,percent,4.1,4.2,9.998700168978033e-07
6907,HHS Region 9,2 wk ahead,Bin,percent,4.2,4.3,9.998700168978033e-07
6908,HHS Region 9,2 wk ahead,Bin,percent,4.3,4.4,9.998700168978033e-07
6909,HHS Region 9,2 wk ahead,Bin,percent,4.4,4.5,9.998700168978033e-07
6910,HHS Region 9,2 wk ahead,Bin,percent,4.5,4.6,9.998700168978033e-07
6911,HHS Region 9,2 wk ahead,Bin,percent,4.6,4.7,9.998700168978033e-07
6912,HHS Region 9,2 wk ahead,Bin,percent,4.7,4.8,9.998700168978033e-07
6913,HHS Region 9,2 wk ahead,Bin,percent,4.8,4.9,9.998700168978033e-07
6914,HHS Region 9,2 wk ahead,Bin,percent,4.9,5.0,9.998700168978033e-07
6915,HHS Region 9,2 wk ahead,Bin,percent,5.0,5.1,9.998700168978033e-07
6916,HHS Region 9,2 wk ahead,Bin,percent,5.1,5.2,9.998700168978033e-07
6917,HHS Region 9,2 wk ahead,Bin,percent,5.2,5.3,9.998700168978033e-07
6918,HHS Region 9,2 wk ahead,Bin,percent,5.3,5.4,9.998700168978033e-07
6919,HHS Region 9,2 wk ahead,Bin,percent,5.4,5.5,9.998700168978033e-07
6920,HHS Region 9,2 wk ahead,Bin,percent,5.5,5.6,9.998700168978033e-07
6921,HHS Region 9,2 wk ahead,Bin,percent,5.6,5.7,9.998700168978033e-07
6922,HHS Region 9,2 wk ahead,Bin,percent,5.7,5.8,9.998700168978033e-07
6923,HHS Region 9,2 wk ahead,Bin,percent,5.8,5.9,9.998700168978033e-07
6924,HHS Region 9,2 wk ahead,Bin,percent,5.9,6.0,9.998700168978033e-07
6925,HHS Region 9,2 wk ahead,Bin,percent,6.0,6.1,9.998700168978033e-07
6926,HHS Region 9,2 wk ahead,Bin,percent,6.1,6.2,9.998700168978033e-07
6927,HHS Region 9,2 wk ahead,Bin,percent,6.2,6.3,9.998700168978033e-07
6928,HHS Region 9,2 wk ahead,Bin,percent,6.3,6.4,9.998700168978033e-07
6929,HHS Region 9,2 wk ahead,Bin,percent,6.4,6.5,9.998700168978033e-07
6930,HHS Region 9,2 wk ahead,Bin,percent,6.5,6.6,9.998700168978033e-07
6931,HHS Region 9,2 wk ahead,Bin,percent,6.6,6.7,9.998700168978033e-07
6932,HHS Region 9,2 wk ahead,Bin,percent,6.7,6.8,9.998700168978033e-07
6933,HHS Region 9,2 wk ahead,Bin,percent,6.8,6.9,9.998700168978033e-07
6934,HHS Region 9,2 wk ahead,Bin,percent,6.9,7.0,9.998700168978033e-07
6935,HHS Region 9,2 wk ahead,Bin,percent,7.0,7.1,9.998700168978033e-07
6936,HHS Region 9,2 wk ahead,Bin,percent,7.1,7.2,9.998700168978033e-07
6937,HHS Region 9,2 wk ahead,Bin,percent,7.2,7.3,9.998700168978033e-07
6938,HHS Region 9,2 wk ahead,Bin,percent,7.3,7.4,9.998700168978033e-07
6939,HHS Region 9,2 wk ahead,Bin,percent,7.4,7.5,9.998700168978033e-07
6940,HHS Region 9,2 wk ahead,Bin,percent,7.5,7.6,9.998700168978033e-07
6941,HHS Region 9,2 wk ahead,Bin,percent,7.6,7.7,9.998700168978033e-07
6942,HHS Region 9,2 wk ahead,Bin,percent,7.7,7.8,9.998700168978033e-07
6943,HHS Region 9,2 wk ahead,Bin,percent,7.8,7.9,9.998700168978033e-07
6944,HHS Region 9,2 wk ahead,Bin,percent,7.9,8.0,9.998700168978033e-07
6945,HHS Region 9,2 wk ahead,Bin,percent,8.0,8.1,9.998700168978033e-07
6946,HHS Region 9,2 wk ahead,Bin,percent,8.1,8.2,9.998700168978033e-07
6947,HHS Region 9,2 wk ahead,Bin,percent,8.2,8.3,9.998700168978033e-07
6948,HHS Region 9,2 wk ahead,Bin,percent,8.3,8.4,9.998700168978033e-07
6949,HHS Region 9,2 wk ahead,Bin,percent,8.4,8.5,9.998700168978033e-07
6950,HHS Region 9,2 wk ahead,Bin,percent,8.5,8.6,9.998700168978033e-07
6951,HHS Region 9,2 wk ahead,Bin,percent,8.6,8.7,9.998700168978033e-07
6952,HHS Region 9,2 wk ahead,Bin,percent,8.7,8.8,9.998700168978033e-07
6953,HHS Region 9,2 wk ahead,Bin,percent,8.8,8.9,9.998700168978033e-07
6954,HHS Region 9,2 wk ahead,Bin,percent,8.9,9.0,9.998700168978033e-07
6955,HHS Region 9,2 wk ahead,Bin,percent,9.0,9.1,9.998700168978033e-07
6956,HHS Region 9,2 wk ahead,Bin,percent,9.1,9.2,9.998700168978033e-07
